MSSubClass,MSZoning,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,BsmtFinType1,KitchenQual,Functional,SaleType,SaleCondition,SalePrice
50,6,1,1,1,1,1,1,4,1,2,4,3,1,1,1,145000
85,6,0,1,1,1,2,1,8,1,7,7,2,1,9,1,198500
160,8,0,1,1,1,1,1,3,5,4,2,2,1,1,1,118000
60,6,0,2,1,1,4,1,17,1,4,1,3,1,1,1,190000
70,8,0,1,1,1,1,1,10,1,4,4,3,1,1,1,147000
20,6,0,2,1,1,1,1,13,1,1,3,3,1,1,1,159000
80,6,0,2,1,1,2,1,13,1,8,1,3,1,1,1,165000
20,6,0,1,1,1,1,1,13,1,1,5,3,1,1,1,132000
20,6,0,2,1,1,2,1,13,1,1,2,2,1,1,1,162000
60,6,0,2,1,1,1,1,9,1,4,6,3,1,1,1,172400
50,6,0,1,1,1,1,1,5,1,2,7,3,3,1,1,134432
120,6,0,1,1,1,1,1,21,4,1,2,3,1,1,1,125000
20,6,0,1,1,1,1,1,13,1,1,3,3,3,1,1,123000
60,6,0,1,1,1,1,1,6,1,4,6,2,1,1,1,219500
30,6,0,2,4,1,1,3,8,1,1,3,4,5,1,1,61000
85,6,0,2,1,1,6,1,6,1,7,1,3,1,1,1,148000
60,3,0,2,1,1,2,1,22,1,4,6,2,1,1,1,340000
20,6,0,1,1,1,2,1,23,1,1,1,1,1,4,6,394432
60,6,0,2,1,1,1,1,9,1,4,6,3,1,1,1,179000
50,6,1,1,1,1,1,1,19,1,2,5,2,1,1,1,127000
20,3,1,1,1,1,1,1,22,1,1,6,2,1,4,6,187750
60,6,0,2,1,1,1,1,6,1,4,6,2,1,1,1,213500
45,5,0,1,1,1,2,1,21,1,3,6,3,1,1,1,76000
60,6,0,3,4,1,2,2,5,1,4,1,2,1,1,1,240000
120,6,0,1,1,1,1,1,1,4,1,1,2,1,1,1,192000
50,6,0,1,1,1,4,1,8,1,2,6,3,1,1,3,81000
80,6,0,1,1,1,1,1,8,1,8,2,3,1,1,2,125000
20,6,0,2,1,1,6,1,6,1,1,6,2,1,1,1,191000
60,6,0,1,1,1,1,1,16,1,4,1,1,1,4,6,426000
50,6,2,1,1,1,1,1,8,1,2,4,3,1,1,1,119000
60,6,0,2,1,1,6,1,12,1,4,2,2,1,1,1,215000
20,6,0,2,1,1,1,1,13,1,1,7,3,1,1,1,106500
30,6,0,1,1,1,2,1,4,1,1,4,3,1,1,2,100000
50,6,0,1,1,1,1,1,18,1,2,6,3,1,1,1,109000
20,6,0,1,1,1,1,1,8,1,1,3,3,1,1,1,129000
20,6,0,1,4,1,1,1,6,1,1,4,3,1,1,1,123000
60,6,0,1,1,1,1,1,13,1,4,2,3,1,1,1,169500
30,8,0,1,1,1,2,1,10,1,1,6,3,6,1,2,67000
60,3,0,1,1,1,1,1,22,1,4,1,2,1,1,1,241000
120,6,0,3,1,1,1,1,25,4,1,1,1,1,1,1,245500
20,6,0,2,1,1,1,1,6,1,1,1,2,1,4,6,164990
30,6,0,1,1,1,1,1,20,1,1,6,3,1,1,1,108000
60,6,0,1,1,1,2,1,14,1,4,6,2,1,1,2,258000
60,6,0,2,1,1,1,1,9,1,4,6,3,1,1,1,168000
20,6,0,2,1,1,2,1,20,1,1,3,3,2,1,1,150000
50,6,0,1,1,1,1,1,19,1,2,6,3,6,1,1,115000
70,6,0,1,1,1,1,1,7,1,4,6,3,1,1,1,177000
60,6,0,1,1,1,2,1,16,1,4,6,2,1,4,6,280000
60,3,0,1,1,1,1,1,22,1,4,1,1,1,4,6,339750
20,6,0,1,1,1,1,1,8,1,1,6,3,4,5,2,60000
190,6,0,1,2,1,1,1,9,2,1,4,3,1,1,1,145000
20,3,0,3,1,1,1,1,22,1,1,1,2,1,4,6,222000
30,8,2,1,1,1,1,1,18,1,1,6,3,1,1,1,115000
60,6,0,3,1,1,6,1,21,1,4,3,2,1,1,1,228000
20,6,0,2,1,1,1,1,9,1,1,1,2,1,4,6,181134
60,6,0,1,1,1,1,1,20,1,4,2,3,1,1,1,149500
70,6,0,2,1,1,1,1,7,1,4,3,3,1,1,1,239000
50,6,0,1,1,1,1,1,8,1,2,2,3,1,1,3,126000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,142000
90,8,0,1,1,1,1,1,12,3,7,1,3,1,1,4,206300
20,6,0,2,1,1,4,1,17,1,1,2,2,1,1,1,215000
20,6,0,1,3,1,1,2,12,1,1,6,3,1,1,1,113000
60,6,0,1,1,1,1,1,14,1,4,1,2,1,1,1,315000
20,6,0,1,1,1,1,1,13,1,1,5,3,1,1,1,139000
60,8,2,1,3,1,1,1,18,1,4,6,3,1,1,1,135000
80,6,0,1,4,1,1,2,21,1,8,1,2,1,1,1,275000
20,6,0,2,1,1,1,1,13,1,1,4,3,1,1,1,109008
20,6,0,1,1,1,1,1,6,1,1,1,2,1,4,6,195400
20,6,0,2,1,1,2,1,24,1,1,1,2,1,1,1,175000
160,8,0,1,1,1,1,1,3,5,4,2,3,1,5,2,85400
50,8,0,2,2,1,1,1,18,1,2,6,3,1,9,2,79900
160,8,0,1,1,1,1,1,3,4,4,2,3,2,1,1,122500
60,6,0,2,1,1,2,1,9,1,4,6,3,1,1,1,181000
180,8,0,1,1,1,1,1,11,5,7,2,3,1,1,1,81000
60,6,0,3,1,1,6,1,6,1,4,1,2,1,7,1,212000
50,8,0,1,1,1,1,1,18,1,2,6,3,1,1,1,116000
45,8,0,1,1,1,1,1,4,1,3,6,3,1,1,1,119000
30,6,0,1,1,1,1,1,7,1,1,5,2,1,1,1,90350
50,6,2,1,1,1,2,1,8,1,2,6,2,1,8,1,110000
20,6,0,1,1,1,1,1,16,1,1,1,1,1,1,1,555000
90,6,0,1,1,1,1,1,8,3,1,2,4,1,1,1,118000
50,8,0,1,1,1,1,1,4,1,2,6,3,1,1,1,162900
120,6,0,1,1,1,1,1,1,4,1,6,2,1,4,6,172500
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,210000
20,6,0,1,1,1,2,1,8,1,1,6,3,1,5,1,127500
20,6,0,2,1,1,2,1,13,1,1,2,2,4,1,1,190000
60,6,0,2,1,1,2,1,9,1,4,6,2,1,1,1,199900
50,8,0,1,2,1,1,1,10,1,2,6,3,1,1,1,119500
50,8,0,1,1,1,1,1,18,1,2,2,3,1,1,1,120000
30,8,0,1,1,1,1,1,18,1,1,6,2,1,1,1,110000
20,6,0,2,4,1,1,2,5,1,1,2,2,1,1,1,280000
60,6,0,2,1,1,2,1,24,1,4,2,3,1,1,1,204000
60,3,0,1,1,1,1,1,22,1,4,6,2,1,1,1,210000
90,6,0,1,1,1,1,1,12,3,1,2,3,1,1,5,188000
20,6,0,1,1,1,1,1,17,1,1,2,3,1,1,1,175500
70,8,2,1,1,1,1,1,18,1,4,6,3,1,5,2,98000
20,6,0,2,4,1,6,2,5,1,1,3,2,2,1,1,256000
70,8,2,1,1,1,1,1,18,1,4,6,2,1,1,1,161000
50,6,0,2,2,1,2,1,4,1,2,5,2,1,1,1,110000
60,3,0,2,1,1,1,1,22,1,4,1,3,1,4,6,263435
70,6,0,1,1,1,1,1,19,1,4,2,2,1,1,1,155000
20,6,0,2,1,1,1,1,20,1,1,4,3,1,1,1,62383
70,6,0,2,3,1,1,2,7,1,4,5,3,1,1,1,188700
20,6,0,1,3,1,1,2,6,1,1,4,3,1,1,1,124000
120,8,0,1,1,1,1,1,1,4,1,6,2,1,1,1,178740
20,6,0,1,1,1,1,1,13,1,1,1,3,1,1,1,167000
70,6,0,1,1,1,1,1,13,1,4,5,2,1,1,1,146500
20,6,0,2,1,1,1,1,16,1,1,6,2,1,1,1,250000
60,6,0,2,1,1,2,1,21,1,4,1,2,1,1,1,187000
120,6,0,2,1,1,2,1,23,4,1,1,2,1,1,1,212000
60,6,0,1,1,1,1,1,17,1,4,6,3,1,1,1,190000
180,8,0,1,1,1,1,1,8,4,8,1,3,1,1,1,148000
20,6,0,2,1,1,1,1,16,1,1,1,2,1,4,6,440000
120,6,0,1,1,1,1,1,23,4,1,1,1,1,1,1,251000
20,6,0,1,1,1,2,1,20,1,1,1,3,1,1,1,132500
20,6,0,1,1,1,1,2,6,1,1,1,2,1,1,1,208900
60,6,0,1,1,1,1,1,16,1,4,6,1,1,1,1,380000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,297000
30,8,0,1,2,1,1,1,18,1,1,4,3,1,1,4,89471
20,6,0,2,1,1,4,1,16,1,1,1,2,1,1,1,326000
20,6,0,2,3,1,1,1,16,1,1,1,1,1,1,1,374000
70,8,1,1,1,1,2,1,18,1,4,2,1,3,1,1,155000
120,8,0,1,1,1,4,1,12,5,1,1,3,1,1,1,164000
20,6,0,2,1,1,2,1,20,1,1,2,2,1,1,1,132500
20,6,0,1,1,1,1,1,13,1,1,2,2,1,1,1,147000
20,6,0,1,1,1,1,1,13,1,1,2,3,1,1,1,156000
20,6,0,2,1,1,1,1,17,1,1,2,3,1,1,1,175000
190,6,0,1,1,1,2,1,18,2,2,3,3,4,9,1,160000
180,8,0,1,1,1,1,1,11,5,7,1,2,1,1,1,86000
160,8,0,1,1,1,1,1,11,4,4,6,3,1,1,1,115000
50,6,0,1,1,1,1,1,13,1,2,3,4,1,1,1,133000
60,6,0,2,1,1,2,1,9,1,4,6,3,1,4,6,172785
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,155000
30,8,0,1,1,1,1,1,18,1,1,6,3,1,1,1,91300
30,2,0,1,1,1,1,1,10,1,1,4,3,1,1,2,34900
20,6,0,2,1,1,1,1,14,1,1,1,2,1,1,1,430000
50,6,1,1,1,1,1,1,4,1,2,4,3,1,1,1,184000
20,6,0,1,1,1,1,1,20,1,1,2,2,1,1,1,130000
20,6,0,2,1,1,1,1,13,1,1,3,3,1,1,1,120000
160,8,0,1,1,1,1,1,3,5,4,3,3,1,1,1,113000
60,3,0,1,1,1,1,1,22,1,4,1,2,1,1,1,226700
20,6,0,1,1,1,2,1,8,1,1,2,3,1,1,1,140000
20,6,0,2,1,1,1,1,7,1,1,2,3,1,1,1,289000
160,6,0,1,1,1,1,1,15,4,4,2,3,1,1,1,147000
90,8,2,1,1,1,1,1,18,3,4,6,3,1,5,1,124500
60,6,0,2,1,1,1,1,21,1,4,1,2,1,1,1,215000
20,3,0,2,1,1,1,1,22,1,1,1,2,1,4,6,208300
70,8,0,1,1,1,1,1,18,1,4,4,2,1,1,1,161000
20,6,0,1,1,1,2,1,13,1,1,2,3,1,1,1,124500
20,6,0,1,1,1,1,1,13,1,1,3,3,2,1,1,164900
120,6,0,2,1,1,1,1,16,4,1,6,2,1,4,6,202665
20,6,0,1,1,1,2,1,13,1,1,3,3,1,1,1,129900
20,6,0,1,2,1,2,1,12,1,1,2,3,1,1,1,134000
45,6,0,1,1,1,1,1,7,1,3,6,3,1,1,1,96500
20,6,0,1,1,1,1,1,16,1,1,1,1,1,4,6,402861
80,6,0,2,1,1,2,1,17,1,8,6,3,1,5,2,158000
60,6,0,2,1,1,1,1,14,1,4,6,2,1,1,1,265000
60,6,0,2,1,1,6,1,6,1,4,1,3,1,1,1,211000
70,6,0,1,1,1,1,1,7,1,4,6,2,1,1,1,234000
190,6,2,1,1,1,1,1,18,2,4,7,3,1,1,1,106250
20,6,0,2,1,1,2,1,13,1,1,4,3,1,1,1,150000
50,8,0,1,1,1,2,1,4,1,2,2,3,1,1,1,159000
60,6,0,2,2,1,1,1,8,1,4,1,1,1,4,6,184750
60,6,0,2,1,1,1,1,14,1,4,1,2,1,1,1,315750
20,3,1,1,1,1,1,1,22,1,1,6,2,1,1,1,176000
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,132000
60,6,0,2,1,1,1,1,16,1,4,1,1,1,4,6,446261
30,6,0,2,1,1,1,1,8,1,1,2,3,1,1,1,86000
20,6,0,2,1,1,6,1,7,1,1,4,3,5,1,4,200624
80,6,0,1,1,1,1,1,24,1,8,1,2,1,1,2,175000
70,8,0,2,1,1,5,1,4,1,4,6,3,1,1,1,128000
20,6,0,1,1,1,1,1,13,1,1,7,3,4,1,1,107500
20,6,0,1,4,1,1,2,4,1,1,7,4,1,1,1,39300
60,6,0,2,1,1,1,1,9,1,4,6,2,1,1,1,178000
190,6,0,1,1,1,1,1,8,2,4,1,3,1,1,1,107500
60,6,0,2,1,1,6,1,6,1,4,6,2,1,1,1,188000
20,6,0,2,1,1,4,1,13,1,1,3,3,1,5,1,111250
20,6,0,2,1,1,1,1,20,1,1,3,3,1,1,1,158000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,272000
20,6,0,1,1,1,1,1,24,1,1,1,1,1,1,1,315000
60,6,0,1,1,1,4,1,14,1,4,6,2,1,1,1,248000
20,6,0,1,1,1,1,1,17,1,1,5,2,5,1,1,213250
120,5,0,1,1,1,1,1,13,4,7,1,3,1,1,1,133000
60,6,0,2,1,1,1,1,9,1,4,1,2,1,4,6,179665
50,6,0,2,1,1,2,1,17,1,2,1,2,1,1,1,229000
50,6,0,2,2,1,1,1,4,1,2,4,3,1,1,1,210000
85,6,0,1,1,1,1,1,12,1,7,2,3,1,1,1,129500
20,8,0,2,3,1,1,1,18,1,1,5,3,1,1,1,125000
60,3,0,1,1,1,1,1,22,1,4,6,2,1,1,1,263000
120,6,0,1,1,1,1,1,15,4,1,2,3,1,5,2,140000
20,8,0,1,1,1,1,1,18,1,1,4,3,1,1,1,112500
20,6,0,2,1,1,1,1,16,1,1,6,2,1,1,1,255500
20,6,0,1,1,1,1,1,8,1,1,7,2,1,1,1,108000
60,6,0,1,1,1,1,1,16,1,4,1,2,1,1,1,284000
45,8,0,1,1,1,1,1,4,1,3,6,3,1,1,1,113000
20,6,0,2,1,1,1,1,13,1,1,4,3,1,1,1,141000
50,2,0,1,4,1,1,2,10,1,2,4,3,1,5,1,108000
60,6,0,3,3,1,4,1,9,1,4,1,3,1,1,1,175000
120,6,0,1,1,1,1,1,1,4,1,6,2,1,1,1,234000
20,6,0,2,1,1,1,1,20,1,1,2,3,4,1,1,121500
20,6,0,1,1,1,1,2,12,1,1,2,3,1,1,1,170000
30,6,0,1,1,1,1,1,8,1,1,3,3,1,1,1,108000
50,6,0,1,1,1,1,1,8,1,2,6,3,1,1,1,185000
60,6,0,2,1,1,6,1,14,1,4,1,2,1,1,1,268000
70,6,0,1,2,1,2,1,19,1,4,6,4,1,1,1,128000
60,6,0,2,1,1,1,1,23,1,4,6,1,1,1,1,325000
20,6,0,2,1,1,1,1,16,1,1,1,2,1,1,1,214000
50,6,0,2,4,1,1,2,21,1,2,1,2,3,1,1,316600
90,6,0,2,1,1,2,1,13,3,7,1,3,1,1,1,135960
90,6,0,2,1,1,1,1,13,3,1,5,3,1,1,1,142600
20,6,0,1,1,1,1,1,13,1,1,3,2,1,1,2,120000
60,6,0,2,3,1,2,1,24,1,4,6,2,1,4,6,224500
80,6,0,2,1,1,1,1,9,1,8,6,3,1,1,1,170000
80,6,0,1,1,1,4,1,13,1,8,2,3,1,1,1,139000
50,6,0,1,1,1,1,1,13,1,2,4,3,1,5,2,118500
50,6,0,1,1,1,1,1,19,1,2,6,3,1,1,1,145000
80,6,0,2,1,1,1,1,20,1,8,5,3,1,1,2,164500
160,3,1,1,1,1,2,1,22,4,4,6,2,1,1,2,146000
50,8,2,1,1,1,1,1,18,1,2,6,3,1,1,1,131500
20,6,0,2,1,1,6,1,13,1,1,3,2,1,1,1,181900
20,6,0,1,1,1,1,1,16,1,1,6,1,1,4,6,253293
90,6,0,1,1,1,1,1,8,3,7,1,3,1,1,1,118500
75,8,0,1,1,1,1,1,18,1,6,6,2,1,1,1,325000
50,8,0,1,1,1,1,1,4,1,2,6,2,1,1,1,133000
20,6,0,1,1,1,1,1,24,1,1,1,2,1,4,6,369900
30,6,0,1,1,1,1,1,4,1,1,4,4,1,1,1,130000
85,6,0,2,1,1,1,1,20,1,7,2,3,1,1,1,137000
20,6,0,2,4,1,1,3,5,1,1,1,1,1,1,6,143000
40,8,0,1,1,1,1,1,4,1,1,6,3,1,1,1,79500
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,185900
60,6,0,2,1,1,2,1,16,1,4,1,1,1,8,1,451950
20,6,0,1,1,1,1,1,12,1,1,1,3,1,1,1,138000
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,140000
20,6,0,2,1,1,1,1,6,1,1,6,3,1,1,1,110000
20,6,0,2,1,1,1,1,23,1,1,1,2,1,4,6,319000
70,8,2,1,1,1,1,1,18,1,4,6,3,1,1,1,114504
120,6,0,1,1,1,1,1,1,4,1,6,2,1,4,6,194201
20,6,0,1,2,1,1,1,7,1,1,2,2,1,1,1,217500
160,8,0,1,1,1,1,1,2,5,4,5,3,1,5,1,151000
60,6,0,1,1,1,1,1,16,1,4,1,1,1,1,1,275000
50,8,0,1,2,1,1,1,10,1,2,6,2,1,1,1,141000
60,6,0,2,1,1,1,1,21,1,4,1,2,1,1,2,220000
160,3,1,1,1,1,1,1,22,4,4,6,2,1,1,1,151000
20,6,0,2,1,1,1,1,6,1,1,1,2,1,1,1,221000
60,6,0,1,1,1,1,1,13,1,4,3,3,1,1,1,205000
20,6,0,3,4,1,2,2,6,1,1,1,2,1,1,1,152000
20,6,0,1,2,1,1,2,8,1,4,1,1,1,1,1,225000
70,6,0,1,3,1,1,2,7,1,4,3,3,1,1,4,359100
20,6,0,1,1,1,1,1,20,1,1,4,3,1,1,1,118500
60,6,0,1,1,1,1,1,6,1,4,1,1,1,1,1,313000
80,6,0,2,1,1,4,1,17,1,8,2,3,1,1,1,148000
60,6,0,1,1,1,1,1,6,1,4,1,1,1,1,1,261500
20,6,0,1,1,1,1,1,12,1,1,2,3,1,4,6,147000
180,8,0,1,1,1,1,1,11,4,7,5,3,1,1,1,75500
85,6,0,1,1,1,1,1,13,1,7,1,2,1,1,2,137500
60,6,0,2,1,1,1,1,9,1,4,1,2,1,1,1,183200
45,6,0,1,3,1,2,2,13,1,3,6,2,1,1,1,105500
20,6,0,1,1,1,1,1,16,1,1,1,2,1,4,6,314813
60,6,0,1,1,1,1,1,24,1,4,1,2,1,1,1,305000
30,6,2,1,1,1,1,1,8,1,1,3,3,1,1,1,67000
60,6,0,1,1,1,1,1,17,1,4,2,3,1,1,1,240000
20,6,0,1,1,1,1,1,20,1,1,3,3,1,1,1,135000
160,3,0,1,1,1,1,1,22,4,4,1,2,1,1,1,168500
60,6,0,1,1,1,1,1,17,1,4,4,3,3,1,1,165150
20,6,0,2,1,1,2,1,13,1,1,6,3,1,1,1,160000
20,6,0,2,1,1,1,1,13,1,1,6,3,2,1,1,139900
80,6,0,1,1,1,1,1,13,1,8,3,3,1,1,1,153000
60,6,0,2,3,1,1,3,13,1,4,4,4,1,1,5,135000
80,6,0,1,1,1,2,1,13,1,8,1,3,1,1,1,168500
70,8,2,1,1,1,2,1,18,1,4,6,1,1,1,2,124000
120,6,0,1,1,1,1,1,16,5,1,1,2,1,1,1,209500
20,6,0,1,1,1,1,1,17,1,1,2,3,1,1,5,82500
20,6,0,1,1,1,2,1,13,1,1,3,3,1,1,1,139400
90,6,0,1,1,1,1,1,18,3,7,1,3,1,1,1,144000
190,5,1,1,2,1,1,1,19,2,5,5,4,1,1,2,200000
30,8,0,1,1,1,1,1,4,1,1,6,4,5,7,1,60000
190,8,0,1,1,1,1,1,18,2,2,6,2,1,1,1,93000
30,6,0,1,1,1,1,1,8,1,1,6,3,1,1,1,85000
120,6,0,1,1,1,1,1,1,4,1,1,1,1,4,6,264561
120,6,0,2,1,1,1,1,16,4,1,1,1,1,1,1,274000
60,3,0,1,1,1,1,1,22,1,4,1,2,1,1,1,226000
80,6,0,1,1,1,1,1,13,1,8,1,1,1,1,1,345000
60,6,0,1,1,1,1,1,17,1,4,4,3,2,1,1,152000
20,3,0,1,1,1,1,1,22,1,1,1,1,1,4,6,370878
20,6,0,2,1,1,2,1,13,1,1,2,3,1,1,1,143250
20,6,0,1,1,1,1,1,13,1,1,7,3,2,1,1,98300
20,6,0,2,1,1,1,1,8,1,1,4,3,1,1,1,155000
60,6,0,1,1,1,1,1,13,1,4,6,3,1,1,1,155000
180,8,0,1,1,1,1,1,11,5,7,3,3,1,1,1,84500
60,3,0,1,1,1,1,1,22,1,4,6,2,1,1,1,205950
70,6,0,1,1,1,1,1,8,1,4,6,3,1,1,1,108000
60,6,0,1,1,1,1,1,6,1,4,6,2,1,1,1,191000
50,8,2,1,1,1,1,1,10,1,2,6,3,1,1,1,135000
20,6,0,2,1,1,1,1,14,1,1,1,2,1,1,1,350000
160,8,0,1,1,1,1,1,3,5,4,6,3,1,1,5,88000
20,6,0,2,1,1,1,1,13,1,1,2,2,1,1,1,145500
70,6,0,1,3,1,1,2,7,1,4,6,3,1,1,1,149000
50,6,0,1,1,1,1,1,13,1,2,6,3,1,1,2,97500
20,6,0,1,1,1,2,1,8,1,1,3,3,1,1,1,167000
60,6,0,1,1,1,6,1,17,1,4,6,3,1,1,1,197900
60,6,0,3,1,1,6,1,14,1,4,1,2,1,1,1,402000
20,6,0,1,1,1,2,1,13,1,1,6,3,6,1,1,110000
85,6,0,1,1,1,1,1,8,1,7,3,3,1,1,1,137500
20,6,0,3,1,1,6,1,22,1,1,1,1,1,4,6,423000
60,6,0,2,1,1,2,1,9,1,4,6,2,1,1,1,230500
60,6,0,2,1,1,1,1,13,1,4,5,3,7,1,2,129000
20,6,0,1,1,1,1,1,21,1,1,1,2,1,1,1,193500
20,6,0,1,2,1,2,2,20,1,1,4,3,3,1,1,168000
30,6,0,1,1,1,1,1,7,1,1,6,4,1,1,1,137500
60,6,0,1,1,1,4,1,6,1,4,1,2,1,1,1,173500
70,5,0,1,1,1,1,1,8,1,4,3,3,1,1,1,103600
20,6,0,2,1,1,1,1,25,1,1,2,3,1,1,1,165000
20,6,0,1,1,1,1,1,7,1,1,1,2,1,1,1,257500
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,140000
160,6,0,1,1,1,1,1,15,5,4,2,3,1,1,1,148500
70,8,2,1,1,1,1,1,18,1,4,6,3,3,1,1,87000
30,6,0,1,1,1,1,1,18,1,1,6,2,1,1,1,109500
20,6,0,2,1,1,1,1,23,1,1,6,2,1,4,6,372500
20,6,0,2,1,1,1,1,20,1,1,4,3,1,1,1,128500
120,6,0,1,1,1,1,1,21,4,1,3,3,1,1,1,143000
50,5,1,3,2,1,1,1,19,1,2,4,3,1,1,2,159434
120,6,0,1,3,1,1,1,5,1,1,1,2,1,1,1,173000
20,6,0,2,1,1,2,1,6,1,1,1,2,1,1,1,285000
60,6,0,3,1,1,6,1,14,1,4,6,3,1,1,1,221000
160,6,0,2,1,1,6,1,23,4,4,1,2,2,1,1,207500
60,3,0,1,1,1,1,1,22,1,4,6,2,1,4,6,227875
160,3,0,3,1,1,4,1,22,4,4,1,2,1,1,1,148800
20,6,0,1,3,1,1,1,23,1,1,1,2,1,4,6,392000
120,6,0,2,1,1,2,1,16,4,1,2,2,1,1,1,194700
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,141000
60,6,0,2,1,1,2,1,14,1,4,1,1,1,1,1,755000
60,6,0,2,1,1,1,2,24,1,4,1,2,1,1,1,335000
30,6,0,1,1,1,2,3,18,1,1,6,3,1,1,2,108480
50,8,0,1,1,1,2,1,4,1,2,6,3,1,1,1,141500
20,6,0,2,1,1,1,1,24,1,1,1,2,1,1,1,176000
30,8,0,1,1,1,1,1,4,1,1,5,3,1,1,1,89000
20,6,0,2,1,1,1,1,8,1,1,5,3,1,1,1,123500
20,6,0,1,1,1,1,1,20,1,1,1,3,1,1,1,138500
120,3,1,3,1,1,1,1,22,4,1,1,2,1,1,1,196000
20,6,0,1,1,1,1,1,24,1,1,1,2,1,1,1,312500
20,6,0,1,1,1,1,1,17,1,1,6,3,1,5,1,140000
60,6,0,2,1,1,1,1,23,1,4,6,1,1,4,6,361919
190,8,0,1,1,1,1,1,18,2,4,6,2,1,1,1,140000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,213000
190,8,0,1,1,1,1,1,10,2,4,7,4,4,1,1,55000
20,6,0,3,4,1,6,3,5,1,1,1,2,1,1,1,302000
120,6,0,1,1,1,1,1,16,4,1,1,2,1,1,1,254000
60,6,0,2,1,1,1,1,9,1,4,6,2,1,4,6,179540
20,6,0,2,1,1,1,1,20,1,1,6,3,1,1,2,109900
30,6,0,2,1,1,1,1,4,1,1,6,3,6,1,1,52000
50,2,1,1,3,1,1,2,10,1,2,6,3,1,1,2,102776
120,6,0,2,3,1,1,1,23,4,1,1,2,1,1,1,189000
190,6,0,1,1,1,1,1,4,2,1,2,3,1,1,1,129000
60,6,0,2,1,1,6,1,20,1,4,1,2,1,1,1,130500
20,6,0,1,1,1,1,1,17,1,1,6,3,1,1,1,165000
70,8,2,1,2,1,1,1,18,1,4,6,3,1,1,1,159500
20,6,0,1,1,1,1,1,17,1,1,3,2,1,1,1,157000
60,6,0,1,1,1,1,1,14,1,4,1,2,1,1,1,341000
20,6,0,2,1,1,1,1,6,1,1,2,3,1,1,1,128500
120,6,0,2,4,1,6,2,23,1,1,1,2,1,1,1,275000
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,143000
20,6,0,1,1,1,1,1,13,1,1,2,3,1,1,1,124500
50,6,0,1,1,1,1,1,8,1,2,6,3,1,1,1,135000
20,6,0,2,1,1,1,1,8,1,1,1,1,1,1,1,320000
20,6,0,1,1,1,1,1,13,1,1,2,2,1,1,1,120500
20,6,0,2,1,1,2,1,7,1,1,1,2,1,1,1,222000
